Subject,Problem,Onset,Answer,Choice,RT,Accurate
524,23,154.269,2,2,12.782,1
524,24,167.76,2,2,26.792,1
524,25,195.259,1,1,13.739,1
524,26,209.7,5,5,31.465,1
524,27,241.879,4,4,31.028,1
524,28,273.625,3,3,73.192,1
524,29,347.527,3,5,44.635,0
524,30,392.865,4,2,33.689,0
524,31,427.259,1,1,20.805,1
524,32,448.778,4,4,24.673,1
524,33,474.162,2,5,32.818,0
524,34,507.69,3,4,15.177,0
524,35,523.58,5,5,23.113,1
525,6,3.911,1,1,4.613,1
525,7,9.241,1,1,4.118,1
525,8,14.071,3,3,2.408,1
525,9,17.185,5,5,2.571,1
525,10,20.467,5,5,5.614,1
525,11,26.796,5,5,3.925,1
525,12,31.426,2,2,2.326,1
525,13,34.458,3,3,8.411,1
525,14,43.585,1,1,8.336,1
525,15,52.629,2,2,3.958,1
525,16,57.293,4,4,6.151,1
525,17,64.155,3,3,17.806,1
525,18,82.676,1,1,5.355,1
525,19,88.739,1,1,22.594,1
525,20,112.041,4,4,19.322,1
525,21,132.078,5,5,12.191,1
525,22,144.986,5,5,10.372,1
525,23,156.062,2,2,13.338,1
525,24,170.103,2,2,11.347,1
525,25,182.162,1,1,14.781,1
525,26,197.652,5,1,14.813,0
525,27,213.175,4,4,11.79,1
525,28,225.667,3,3,71.464,1
525,29,297.837,3,3,33.365,1
525,30,331.915,4,1,63.32,0
525,31,395.94,1,4,28.78,0
525,32,425.438,4,5,26.377,0
525,33,452.52,2,1,23.867,0
525,34,477.104,3,1,24.701,0
525,35,502.521,5,1,31.957,0
526,6,3.833,1,1,3.674,1
526,7,8.216,1,1,2.132,1
526,8,11.065,3,3,2.436,1
526,9,14.215,5,5,3.168,1
526,10,18.098,5,5,6.705,1
526,11,25.514,5,5,3.14,1
526,12,29.364,2,2,3.849,1
526,13,33.93,3,3,6.91,1
526,14,41.547,1,1,6.147,1
526,15,48.396,2,2,5.919,1
526,16,55.029,4,4,10.885,1
526,17,66.628,3,3,7.828,1
526,18,75.16,1,1,4.049,1
526,19,79.927,1,1,6.33,1
526,20,86.96,4,4,10.736,1
526,21,98.409,5,5,12.784,1
526,22,111.908,5,5,9.165,1
526,23,121.774,2,2,12.985,1
526,24,135.472,2,2,11.138,1
526,25,147.321,1,1,19.646,1
526,26,167.67,5,5,11.296,1
526,27,179.669,4,4,9.103,1
526,28,189.485,3,3,55.404,1
526,29,245.597,3,3,29.236,1
526,30,275.545,4,4,37.494,1
526,31,313.742,1,1,59.79,1
526,32,374.237,4,4,58.356,1
526,33,433.299,2,4,50.902,0
526,34,484.912,3,4,83.217,0
526,35,568.839,5,5,211.584,1
527,6,6.104,1,1,5.775,1
527,7,12.587,1,1,5.629,1
527,8,18.92,3,3,5.146,1
527,9,24.769,5,5,14.225,1
527,10,39.701,5,5,8.736,1
527,11,49.15,5,5,6.511,1
527,12,56.367,2,2,8.053,1
527,13,65.133,3,3,7.797,1
527,14,73.632,1,1,4.853,1
527,15,79.198,2,2,5.677,1
527,16,85.581,4,4,4.198,1
527,17,90.481,3,3,6.361,1
527,18,97.547,1,1,4.038,1
527,19,102.296,1,1,14.891,1
527,20,117.895,4,4,9.338,1
527,21,127.944,5,5,6.527,1
527,22,135.177,5,3,10.553,0
527,23,146.443,2,2,6.314,1
527,24,153.459,2,2,7.751,1
527,25,161.925,1,1,12.873,1
527,26,175.507,5,5,22.173,1
527,27,198.389,4,4,11.363,1
527,28,210.454,3,1,10.543,0
527,29,221.703,3,4,13.37,0
527,30,235.786,4,3,9.487,0
527,31,245.985,1,4,26.115,0
527,32,272.816,4,3,2.096,0
527,33,275.616,2,2,3.096,1
527,34,279.416,3,3,4.424,1
527,35,284.548,5,5,10.779,1
528,6,4.317,1,1,3.755,1
528,7,8.781,1,1,2.291,1
528,8,11.779,3,3,2.536,1
528,9,15.026,5,5,4.666,1
528,10,20.406,5,5,6.559,1
528,11,27.668,5,5,3.392,1
528,12,31.766,2,2,2.956,1
528,13,35.43,3,3,5.181,1
528,14,41.326,1,1,6.887,1
528,15,48.921,2,2,4.336,1
528,16,53.968,4,4,8.219,1
528,17,62.895,3,3,6.127,1
528,18,69.724,1,1,2.887,1
528,19,73.322,1,1,5.636,1
528,20,79.668,4,4,8.178,1
528,21,88.562,5,1,4.22,0
528,22,93.492,5,2,6.596,0
528,23,100.804,2,2,5.046,1
528,24,106.55,2,1,4.533,0
528,25,111.797,1,5,10.34,0
528,26,122.84,5,3,11.609,0
528,27,135.165,4,3,10.306,0
528,28,146.175,3,3,7.067,1
528,29,153.953,3,3,18.993,1
528,30,173.657,4,3,19.284,0
528,31,193.644,1,4,27.747,0
528,32,222.109,4,2,5.83,0
528,33,228.654,2,2,12.727,1
528,34,242.096,3,1,29.323,0
528,35,272.126,5,3,15.89,0
529,6,7.081,1,1,4.22,1
529,7,12.014,1,1,5.302,1
529,8,18.03,3,3,3.551,1
529,9,22.296,5,5,5.77,1
529,10,28.779,5,5,9.454,1
529,11,38.945,5,5,4.826,1
529,12,44.478,2,2,3.984,1
529,13,49.178,3,3,8.881,1
529,14,58.76,1,1,10.842,1
529,15,70.309,2,2,4.993,1
529,16,76.009,4,4,11.421,1
529,17,88.141,3,3,8.195,1
529,18,97.04,1,1,3.235,1
529,19,100.99,1,1,6.292,1
529,20,107.99,4,4,10.904,1
529,21,119.605,5,5,9.632,1
529,22,129.954,5,5,14.524,1
529,23,145.187,2,2,14.486,1
529,24,160.386,2,2,37.017,1
529,25,198.116,1,5,14.281,0
529,26,213.115,5,5,40.897,1
529,27,254.728,4,4,31.817,1
529,28,287.259,3,4,27.659,0
529,29,315.623,3,3,37.67,1
529,30,354.004,4,4,27.899,1
529,31,382.618,1,1,52.614,1
529,32,435.947,4,2,21.367,0
529,33,458.029,2,3,16.008,0
529,34,474.744,3,5,16.344,0
529,35,491.793,5,4,25.451,0
530,6,6.094,1,1,4.475,1
530,7,11.274,1,1,3.408,1
530,8,15.388,3,3,2.841,1
530,9,18.935,5,5,6.058,1
530,10,25.698,5,5,4.5,1
530,11,30.911,5,5,4.24,1
530,12,35.858,2,2,3.461,1
530,13,40.022,3,3,5.323,1
530,14,46.051,1,1,4.39,1
530,15,51.148,2,2,5.773,1
530,16,57.627,4,4,13.716,1
530,17,72.051,3,3,13.581,1
530,18,86.342,1,1,5.934,1
530,19,92.987,1,1,15.054,1
530,20,108.744,4,4,9.502,1
530,21,118.954,5,5,10.945,1
530,22,130.613,5,5,11.667,1
530,23,142.988,2,1,14.043,0
530,24,157.745,2,4,14.965,0
530,25,173.418,1,1,14.686,1
530,26,188.808,5,5,25.459,1
530,27,214.975,4,4,17.477,1
530,28,233.163,3,1,15.474,0
530,29,249.352,3,2,19.354,0
530,30,269.423,4,1,28.636,0
530,31,298.77,1,5,21.414,0
530,32,320.889,4,1,17.395,0
530,33,338.994,2,4,29.909,0
530,34,369.608,3,1,10.484,0
530,35,380.8,5,4,21.174,0
531,6,5.054,1,1,3.536,1
531,7,9.303,1,1,3.412,1
531,8,13.42,3,3,3.412,1
531,9,17.536,5,5,5.552,1
531,10,23.802,5,5,6.327,1
531,11,30.835,5,5,6.335,1
531,12,37.884,2,2,4.065,1
531,13,42.667,3,3,13.817,1
531,14,57.2,1,1,5.699,1
531,15,63.616,2,2,6.437,1
531,16,70.765,4,4,5.037,1
531,17,76.515,3,5,4.14,0
531,18,81.364,1,1,6.009,1
531,19,88.08,1,1,6.556,1
531,20,95.347,4,4,7.544,1
531,21,103.596,5,5,6.582,1
531,22,110.895,5,5,13.864,1
531,23,125.461,2,2,14.675,1
531,24,140.843,2,2,8.912,1
531,25,150.459,1,1,14.688,1
531,26,165.858,5,1,12.622,0
531,27,179.19,4,4,14.041,1
531,28,193.939,3,3,24.693,1
531,29,219.337,3,3,14.545,1
531,30,234.586,4,1,25.947,0
531,31,261.25,1,1,28.907,1
531,32,290.865,4,3,27.35,0
531,33,318.929,2,2,40.792,1
531,34,360.426,3,1,30.314,0
531,35,391.457,5,3,44.392,0
532,6,3.893,1,1,2.678,1
532,7,7.274,1,1,2.179,1
532,8,10.155,3,3,2.25,1
532,9,13.12,5,5,5.378,1
532,10,19.199,5,5,3.421,1
532,11,23.33,5,5,2.42,1
532,12,26.461,2,2,5.886,1
532,13,33.057,3,3,4.96,1
532,14,38.72,1,1,3.224,1
532,15,42.651,2,2,4.272,1
532,16,47.631,4,4,4.439,1
532,17,52.778,3,3,12.219,1
532,18,65.703,1,1,3.363,1
532,19,69.767,1,1,3.577,1
532,20,74.047,4,4,7.233,1
532,21,81.992,5,5,5.661,1
532,22,88.355,5,5,9.728,1
532,23,98.798,2,2,11.458,1
532,24,110.973,2,2,9.387,1
532,25,121.067,1,1,9.843,1
532,26,131.626,5,5,17.299,1
532,27,149.632,4,4,7.516,1
532,28,157.859,3,1,12.561,0
532,29,171.134,3,3,17.686,1
532,30,189.522,4,1,17.917,0
532,31,208.144,1,5,29.837,0
532,32,238.69,4,4,11.141,1
532,33,250.533,2,2,42.039,1
532,34,293.288,3,4,38.103,0
532,35,332.097,5,3,14.987,0
533,6,3.322,1,4,2.2,0
533,7,6.239,1,1,2.687,1
533,8,9.638,3,1,1.92,0
533,9,12.272,5,5,2.589,1
533,10,15.571,5,5,2.561,1
533,11,18.838,5,5,2.179,1
533,12,21.721,2,2,4.63,1
533,13,27.054,3,3,3.585,1
533,14,31.353,1,1,3.135,1
533,15,35.203,2,2,3.827,1
533,16,39.736,4,4,4.811,1
533,17,45.252,3,3,4.322,1
533,18,50.285,1,1,3.649,1
533,19,54.652,1,1,3.681,1
533,20,59.035,4,4,6.43,1
533,21,66.167,5,5,2.59,1
533,22,69.467,5,5,5.255,1
533,23,75.433,2,2,5.04,1
533,24,81.183,2,2,5.693,1
533,25,87.582,1,5,8.962,0
533,26,97.248,5,5,11.257,1
533,27,109.214,4,4,18.523,1
533,28,128.446,3,3,8.307,1
533,29,137.462,3,3,5.94,1
533,30,144.111,4,1,8.592,0
533,31,153.41,1,5,10.521,0
533,32,164.643,4,4,7.941,1
533,33,173.292,2,5,6.748,0
533,34,180.742,3,3,7.009,1
533,35,188.458,5,4,8.726,0
534,6,3.747,1,1,2.799,1
534,7,7.261,1,1,1.769,1
534,8,9.743,3,3,2.095,1
534,9,12.541,5,5,2.768,1
534,10,16.022,5,5,3.376,1
534,11,20.103,5,5,2.923,1
534,12,23.734,2,2,3.905,1
534,13,28.348,3,3,4.567,1
534,14,33.628,1,1,2.774,1
534,15,37.109,2,2,2.466,1
534,16,40.29,4,4,4.258,1
534,17,45.253,3,3,3.983,1
534,18,49.95,1,1,1.736,1
534,19,52.399,1,1,3.413,1
534,20,56.513,4,4,7.23,1
534,21,64.458,5,5,5.228,1
534,22,70.387,5,3,3.782,0
534,23,74.884,2,2,6.683,1
534,24,82.279,2,2,12.91,1
534,25,95.904,1,1,7.785,1
534,26,104.399,5,5,5.923,1
534,27,111.028,4,4,8.351,1
534,28,120.089,3,3,10.388,1
534,29,131.181,3,3,18.28,1
534,30,150.169,4,4,10.236,1
534,31,161.112,1,1,7.711,1
534,32,169.54,4,3,10.557,0
534,33,180.799,2,4,38.659,0
534,34,220.174,3,3,24.185,1
534,35,245.075,5,4,31.18,0
535,6,5.158,1,1,3.034,1
535,7,8.908,1,1,2.808,1
535,8,12.425,3,3,2.825,1
535,9,15.958,5,5,5.006,1
535,10,21.674,5,5,4.317,1
535,11,26.707,5,5,2.908,1
535,12,30.323,2,2,4.398,1
535,13,35.423,3,3,3.85,1
535,14,39.989,1,1,4.412,1
535,15,45.105,2,2,4.08,1
535,16,49.888,4,4,3.689,1
535,17,54.288,3,NaN,14.374,0
535,18,69.37,1,1,3.095,1
535,19,73.17,1,1,8.82,1
535,20,82.702,4,4,7.275,1
535,21,90.685,5,5,7.612,1
535,22,99.001,5,5,7.82,1
535,23,107.534,2,2,16.317,1
535,24,124.566,2,2,7.243,1
535,25,132.515,1,1,7.524,1
535,26,140.748,5,5,12.615,1
535,27,154.08,4,4,8.299,1
535,28,163.096,3,1,41.321,0
535,29,205.126,3,3,20.46,1
535,30,226.291,4,4,14.146,1
535,31,241.14,1,1,13.174,1
535,32,255.022,4,3,11.344,0
535,33,267.071,2,4,14.289,0
535,34,282.07,3,4,18.76,0
535,35,301.535,5,4,26.839,0
536,6,6.723,1,1,9.259,1
536,7,16.689,1,1,2.768,1
536,8,20.172,3,3,2.618,1
536,9,23.505,5,5,5.04,1
536,10,29.255,5,5,6.489,1
536,11,36.454,5,5,6.945,1
536,12,44.104,2,2,7.078,1
536,13,51.886,3,3,12.056,1
536,14,64.652,1,1,6.46,1
536,15,71.818,2,2,6.898,1
536,16,79.434,4,4,7.319,1
536,17,87.467,3,5,9.978,0
536,18,98.149,1,1,3.312,1
536,19,102.166,1,1,27.353,1
536,20,130.23,4,4,32.506,1
536,21,163.444,5,5,12.931,1
536,22,177.076,5,5,26.559,1
536,23,204.341,2,2,25.715,1
536,24,230.772,2,2,17.183,1
536,25,248.671,1,1,13.766,1
536,26,263.153,5,5,28.088,1
536,27,291.951,4,4,15.495,1
536,28,308.149,3,3,38.331,1
536,29,347.196,3,3,26.84,1
536,30,374.744,4,4,66.625,1
536,31,442.072,1,4,65.697,0
536,32,508.484,4,4,82.807,1
536,33,591.994,2,5,56.02,0
536,34,648.723,3,4,48.124,0
536,35,697.552,5,3,69.71,0
537,6,5.542,1,4,2.172,0
537,7,8.424,1,1,2.203,1
537,8,11.338,3,3,3.911,1
537,9,15.952,5,5,3.959,1
537,10,20.616,5,5,9.863,1
537,11,31.192,5,5,5.897,1
537,12,37.805,2,2,2.382,1
537,13,40.903,3,3,4.516,1
537,14,46.133,1,1,5.953,1
537,15,52.795,2,2,2.754,1
537,16,56.259,4,4,4.075,1
537,17,61.04,3,5,5.18,0
537,18,66.936,1,1,4.63,1
537,19,72.282,1,1,15.981,1
537,20,88.972,4,4,13.762,1
537,21,103.446,5,1,11.093,0
537,22,115.254,5,5,8.536,1
537,23,124.498,2,2,13.179,1
537,24,138.389,2,2,11.879,1
537,25,150.981,1,1,12.817,1
537,26,164.506,5,5,21.963,1
537,27,187.175,4,4,8.557,1
537,28,196.435,3,5,7.255,0
537,29,204.397,3,3,34.467,1
537,30,239.574,4,2,46.882,0
537,31,287.16,1,3,34.527,0
537,32,322.404,4,3,25.351,0
537,33,348.47,2,2,76.415,1
537,34,425.604,3,4,67.323,0
537,35,493.643,5,4,119.775,0
538,6,5.962,1,1,3.737,1
538,7,10.412,1,1,4.53,1
538,8,15.645,3,3,3.452,1
538,9,19.811,5,5,7.375,1
538,10,27.894,5,5,5.755,1
538,11,34.36,5,5,3.301,1
538,12,38.376,2,2,4.985,1
538,13,44.076,3,3,9.195,1
538,14,53.975,1,3,4.743,0
538,15,59.425,2,2,3.652,1
538,16,63.791,4,4,8.097,1
538,17,72.59,3,3,20.345,1
538,18,93.639,1,1,3.18,1
538,19,97.522,1,1,9.932,1
538,20,108.171,4,4,7.972,1
538,21,116.853,5,5,6.544,1
538,22,124.103,5,5,10.555,1
538,23,135.369,2,2,23.629,1
538,24,159.7,2,2,10.68,1
538,25,171.083,1,5,9.92,0
538,26,181.715,5,5,26.789,1
538,27,209.213,4,4,25.177,1
538,28,235.094,3,3,36.482,1
538,29,272.291,3,4,36.606,0
538,30,309.605,4,4,32.114,1
538,31,342.436,1,2,53.512,0
538,32,396.665,4,2,12.953,0
538,33,410.33,2,3,15.362,0
538,34,426.396,3,2,13.349,0
538,35,440.461,5,2,12.763,0
539,6,4.888,1,1,4.227,1
539,7,9.818,1,1,2.631,1
539,8,13.166,3,3,3.183,1
539,9,17.063,5,5,4.422,1
539,10,22.193,5,5,7.41,1
539,11,30.305,5,5,5.441,1
539,12,36.451,2,2,6.929,1
539,13,44.096,3,3,10.416,1
539,14,55.222,1,1,5.123,1
539,15,61.051,2,2,5.23,1
539,16,66.997,4,4,7.188,1
539,17,74.892,3,3,7.16,1
539,18,82.754,1,1,4.993,1
539,19,88.45,1,5,16.601,0
539,20,105.756,4,4,16.452,1
539,21,122.911,5,1,6.735,0
539,22,130.356,5,3,5.914,0
539,23,136.986,2,2,7.786,1
539,24,145.48,2,4,8.798,0
539,25,154.99,1,1,10.298,1
539,26,166,5,5,14.637,1
539,27,181.34,4,4,11.725,1
539,28,193.782,3,1,22.323,0
539,29,216.817,3,2,15.782,0
539,30,233.307,4,3,35.004,0
539,31,269.017,1,3,37.042,0
539,32,306.776,4,3,12.545,0
539,33,320.034,2,2,47.204,1
539,34,367.953,3,4,12.996,0
539,35,381.66,5,1,36.491,0
540,6,5.665,1,1,6.1,1
540,7,12.482,1,3,2.946,0
540,8,16.131,3,3,6.392,1
540,9,23.231,5,5,7.781,1
540,10,31.713,5,5,8.039,1
540,11,40.463,5,5,4.264,1
540,12,45.429,2,2,8.609,1
540,13,54.745,3,3,10.91,1
540,14,66.361,1,1,6.262,1
540,15,73.327,2,2,6.212,1
540,16,80.243,4,4,5.782,1
540,17,86.726,3,3,8.551,1
540,18,95.992,1,1,3.988,1
540,19,100.691,1,1,10.57,1
540,20,111.974,4,4,15.918,1
540,21,128.606,5,5,8.002,1
540,22,137.322,5,5,11.757,1
540,23,149.787,2,2,12.457,1
540,24,162.953,2,2,9.098,1
540,25,172.752,1,5,21.739,0
540,26,195.2,5,3,30.302,0
540,27,226.215,4,4,20.677,1
540,28,247.596,3,5,30.988,0
540,29,279.294,3,5,12.911,0
540,30,292.909,4,4,28.459,1
540,31,322.074,1,4,28.421,0
540,32,351.205,4,3,29.554,0
540,33,381.469,2,1,6.465,0
540,34,388.651,3,3,11.224,1
540,35,400.584,5,3,37.177,0
541,6,5.021,1,1,4.387,1
541,7,10.117,1,1,4.002,1
541,8,14.831,3,3,4.151,1
541,9,19.695,5,5,6.39,1
541,10,26.79,5,5,6.018,1
541,11,33.519,5,5,5.223,1
541,12,39.448,2,2,4.486,1
541,13,44.645,3,3,8.424,1
541,14,53.772,1,1,5.409,1
541,15,59.885,2,2,7.043,1
541,16,67.63,4,4,5.575,1
541,17,73.909,3,3,5.655,1
541,18,80.272,1,1,3.828,1
541,19,84.802,1,1,7.739,1
541,20,93.247,4,4,9.062,1
541,21,103.024,5,5,6.528,1
541,22,110.269,5,5,12.913,1
541,23,123.894,2,2,10.453,1
541,24,135.053,2,2,11.487,1
541,25,147.245,1,1,14.905,1
541,26,162.852,5,5,18.553,1
541,27,182.123,4,4,22.637,1
541,28,205.474,3,3,30.031,1
541,29,236.221,3,3,32.42,1
541,30,269.349,4,4,10.363,1
541,31,280.425,1,1,82.638,1
541,32,363.771,4,4,28.202,1
541,33,392.686,2,2,77.865,1
541,34,471.268,3,4,69.057,0
541,35,541.04,5,5,61.093,1
542,6,7.441,1,4,4.554,0
542,7,12.708,1,1,2.93,1
542,8,16.341,3,3,3.819,1
542,9,20.874,5,5,2.376,1
542,10,23.957,5,1,9.725,0
542,11,34.389,5,5,3.986,1
542,12,39.089,2,2,3.13,1
542,13,42.922,3,5,7.775,0
542,14,51.404,1,1,7.467,1
542,15,59.587,2,2,4.878,1
542,16,65.17,4,4,4.564,1
542,17,70.436,3,5,5.434,0
542,18,76.586,1,1,2.626,1
542,19,79.919,1,1,13.125,1
542,20,93.751,4,4,10.145,1
542,21,104.6,5,5,8.533,1
542,22,113.849,5,5,3.676,1
542,23,118.232,2,2,8.479,1
542,24,127.415,2,1,7.052,0
542,25,135.181,1,2,7.854,0
542,26,143.747,5,5,9.501,1
542,27,153.963,4,4,16.946,1
542,28,171.612,3,3,14.616,1
542,29,186.944,3,3,13.037,1
542,30,200.693,4,4,28.797,1
542,31,230.207,1,3,10.973,0
542,32,241.889,4,2,12.665,0
542,33,255.272,2,2,24.336,1
542,34,280.32,3,2,39.473,0
542,35,320.5,5,3,20.322,0
543,6,4.348,1,1,2.908,1
543,7,7.965,1,1,2.873,1
543,8,11.548,3,3,2.965,1
543,9,15.214,5,5,3.457,1
543,10,19.38,5,3,2.622,0
543,11,22.714,5,2,2.234,0
543,12,25.663,2,2,2.503,1
543,13,28.88,3,5,2.922,0
543,14,32.513,1,3,2.946,0
543,15,36.162,2,2,4.693,1
543,16,41.562,4,4,3.558,1
543,17,45.828,3,3,6.106,1
543,18,52.644,1,1,3.149,1
543,19,56.511,1,1,14.606,1
543,20,71.826,4,4,7.955,1
543,21,80.492,5,5,3.416,1
543,22,84.625,5,3,2.465,0
543,23,87.792,2,2,9.731,1
543,24,98.224,2,2,6.174,1
543,25,105.107,1,2,8.024,0
543,26,113.84,5,4,6.749,0
543,27,121.306,4,3,11.203,0
543,28,133.221,3,3,11.758,1
543,29,145.687,3,1,12.418,0
543,30,158.819,4,5,7.877,0
543,31,167.402,1,4,8.219,0
543,32,176.335,4,5,4.322,0
543,33,181.368,2,4,9.367,0
543,34,191.45,3,4,5.509,0
543,35,197.666,5,5,7.512,1
544,6,4.609,1,1,3.369,1
544,7,8.692,1,1,4.548,1
544,8,13.941,3,3,2.935,1
544,9,17.591,5,5,5.71,1
544,10,24.007,5,2,6.978,0
544,11,31.69,5,1,2.963,0
544,12,35.356,2,2,3.15,1
544,13,39.222,3,1,8.143,0
544,14,48.072,1,3,2.083,0
544,15,50.872,2,2,5.386,1
544,16,56.971,4,3,2.816,0
544,17,60.504,3,1,0.996,0
544,18,62.204,1,3,1.213,0
544,19,64.12,1,2,2.298,0
544,20,67.12,4,3,1.256,0
544,21,69.087,5,1,1.784,0
544,22,71.587,5,3,2.714,0
544,23,75.003,2,2,2.007,1
544,24,77.719,2,4,4.354,0
544,25,82.786,1,2,5.068,0
544,26,88.569,5,5,10.505,1
544,27,99.784,4,4,7.406,1
544,28,107.9,3,1,14.243,0
544,29,122.849,3,2,2.818,0
544,30,126.382,4,2,5.294,0
544,31,132.382,1,3,4.286,0
544,32,137.381,4,3,8.179,0
544,33,146.264,2,2,1.408,1
544,34,148.381,3,2,0.017,0
544,35,149.114,5,3,7.267,0
545,6,4.962,1,1,4.035,1
545,7,9.709,1,1,3.332,1
545,8,13.757,3,3,11.49,1
545,9,25.949,5,5,4.229,1
545,10,30.879,5,5,5.275,1
545,11,36.858,5,5,5.731,1
545,12,43.304,2,2,2.307,1
545,13,46.319,3,3,12.05,1
545,14,59.077,1,1,5.939,1
545,15,65.723,2,2,5.055,1
545,16,71.486,4,5,4.321,0
545,17,76.516,3,3,17.304,1
545,18,94.538,1,1,2.777,1
545,19,98.019,1,1,8.879,1
545,20,107.613,4,4,13.611,1
545,21,121.937,5,5,8.263,1
545,22,130.914,5,3,15.482,0
545,23,147.104,2,2,8.124,1
545,24,155.931,2,2,11.131,1
545,25,167.773,1,1,14.907,1
545,26,183.397,5,1,17.556,0
545,27,201.668,4,4,57.71,1
545,28,260.08,3,1,11.324,0
545,29,272.106,3,5,22.695,0
545,30,295.507,4,1,41.535,0
545,31,337.747,1,1,13.489,1
545,32,351.938,4,2,14.232,0
545,33,366.878,2,3,6.443,0
545,34,374.023,3,1,10,0
545,35,384.733,5,1,11.706,0
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
546,NaN,NaN,NaN,NaN,NaN,NaN
547,6,3.848,1,4,5,0
547,7,9.561,1,1,2.368,1
547,8,12.642,3,3,1.813,1
547,9,15.158,5,5,4.258,1
547,10,20.121,5,5,3.371,1
547,11,24.202,5,5,2.604,1
547,12,27.516,2,2,1.819,1
547,13,30.048,3,1,5.817,0
547,14,36.577,1,1,3.57,1
547,15,40.857,2,2,1.516,1
547,16,43.089,4,4,1.671,1
547,17,45.471,3,5,2.235,0
547,18,48.419,1,1,4.236,1
547,19,53.366,1,1,17.693,1
547,20,71.771,4,4,13.16,1
547,21,85.645,5,5,7.216,1
547,22,93.573,5,5,21.055,1
547,23,115.343,2,2,26.202,1
547,24,142.259,2,2,9.532,1
547,25,152.502,1,5,40.433,0
547,26,193.642,5,3,12.035,0
547,27,206.383,4,4,20.963,1
547,28,228.053,3,5,31.949,0
547,29,260.715,3,5,34.829,0
547,30,296.259,4,3,46.961,0
547,31,343.928,1,1,11.536,1
547,32,356.17,4,4,31.584,1
547,33,388.466,2,4,3.794,0
547,34,392.962,3,2,0.822,0
547,35,394.495,5,3,0.258,0
548,6,5.552,1,1,2.761,1
548,7,9.019,1,2,2.262,0
548,8,11.985,3,3,3.136,1
548,9,15.835,5,5,4.392,1
548,10,20.935,5,5,5.786,1
548,11,27.434,5,1,2.478,0
548,12,30.617,2,2,2.873,1
548,13,34.2,3,3,6.719,1
548,14,41.633,1,1,3.689,1
548,15,46.033,2,2,3.011,1
548,16,49.749,4,4,7.165,1
548,17,57.615,3,5,5.887,0
548,18,64.214,1,1,2.845,1
548,19,67.764,1,1,10.764,1
548,20,79.23,4,4,8.54,1
548,21,88.479,5,5,7.221,1
548,22,96.412,5,5,18.72,1
548,23,115.844,2,4,19.724,0
548,24,136.276,2,2,9.983,1
548,25,146.975,1,1,12.698,1
548,26,160.39,5,5,22.549,1
548,27,183.655,4,5,36.758,0
548,28,221.119,3,1,30.881,0
548,29,252.717,3,2,6.683,0
548,30,260.116,4,1,20.65,0
548,31,281.481,1,1,56.174,1
548,32,338.36,4,4,13.896,1
548,33,352.959,2,1,3.765,0
548,34,357.425,3,4,22.298,0
548,35,380.44,5,5,28.172,1
549,6,4.288,1,1,3.749,1
549,7,8.754,1,1,4.78,1
549,8,14.237,3,3,2.625,1
549,9,17.57,5,5,4.831,1
549,10,23.103,5,5,5.02,1
549,11,28.836,5,5,3.332,1
549,12,32.869,2,2,8.288,1
549,13,41.868,3,3,8.155,1
549,14,50.734,1,1,7.315,1
549,15,58.767,2,2,5.792,1
549,16,65.266,4,4,11.715,1
549,17,77.699,3,3,5.448,1
549,18,83.848,1,1,4.807,1
549,19,89.364,1,1,8.903,1
549,20,98.98,4,4,16.927,1
549,21,116.612,5,5,13.571,1
549,22,130.894,5,5,9.916,1
549,23,141.527,2,2,12.465,1
549,24,154.709,2,2,17.543,1
549,25,172.958,1,1,10.668,1
549,26,184.34,5,5,16.276,1
549,27,201.322,4,4,38.795,1
549,28,240.819,3,3,24.306,1
549,29,265.834,3,3,30.778,1
549,30,297.315,4,4,43.195,1
549,31,341.211,1,3,42.834,0
549,32,384.758,4,4,19.357,1
549,33,404.823,2,4,34.011,0
549,34,439.537,3,4,14.766,0
549,35,455.019,5,3,44.956,0
